Term,dataset_01_artificial_intelligence.txt,dataset_02_machine_learning.txt,dataset_03_deep_learning.txt,dataset_04_natural_language_processing.txt,dataset_05_computer_networks.txt,dataset_06_cybersecurity.txt,dataset_07_cloud_computing.txt,dataset_08_database_management.txt,dataset_09_data_science.txt,dataset_10_software_engineering.txt
fail,0.0,0.009249643174908622,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
failures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
feature,0.0,0.0,0.008843065452934618,0.0,0.0,0.0,0.0,0.010186315901481648,0.0,0.0
features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
feedback,0.008652892002333873,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.0,0.0
field,0.0,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
fields,0.008652892002333873,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filter,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
filtering,0.0,0.0069193839329076785,0.0,0.00695938037182622,0.0,0.0,0.0,0.0,0.007572156002049913,0.0
final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
find,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
findings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
firewalls,0.0,0.0,0.0,0.0,0.00952330125700651,0.009934801928605557,0.0,0.0,0.0,0.0
flexibility,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
focuses,0.0,0.009249643174908622,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.0,0.0
followed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
following,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
form,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
forms,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
forward,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
foundational,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
framework,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
fraud,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frequently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
fully,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
function,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
functional,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
fundamental,0.0,0.0,0.0,0.005296478218925752,0.0,0.005656115628852809,0.005486770849545839,0.00579930842958326,0.0,0.0
fundamentals,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furthermore,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.0,0.0,0.0,0.009813645807525003
gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
gathering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
generalize,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
generate,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
git,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
global,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
globally,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
goal,0.006472972066268475,0.0069193839329076785,0.0,0.0,0.0,0.0,0.0,0.00762008104003757,0.0,0.0
governments,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
gpus,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphics,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gridlike,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grouping,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grows,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
guarantee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
hand,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handcoded,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handle,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.0,0.010186315901481648,0.0,0.0
handling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010186315901481648,0.010122251021598116,0.0
hardcoded,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavily,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.009637352769066469,0.0,0.0,0.0
hidden,0.0,0.0069193839329076785,0.01323047037720809,0.0,0.0,0.0,0.0,0.0,0.007572156002049913,0.0
hierarchical,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
highly,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historically,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
home,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
however,0.0,0.0,0.0,0.009303109320428325,0.0,0.0,0.009637352769066469,0.0,0.0,0.0
human,0.01941891619880542,0.0,0.006615235188604045,0.01391876074365244,0.0,0.0,0.0,0.0,0.0,0.0
humanlike,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
iaas,0.0,0.0,0.0,0.0,0.0,0.0,0.027575869377174204,0.0,0.0,0.0
ideal,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identify,0.0,0.0069193839329076785,0.0,0.00695938037182622,0.0,0.0,0.0,0.0,0.007572156002049913,0.0
image,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
images,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
implement,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
implementation,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009813645807525003
implementing,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
important,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
include,0.004926294257387931,0.005266038688931926,0.0,0.010592956437851504,0.005421838650142929,0.0,0.0,0.0,0.0,0.0
includes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
including,0.004926294257387931,0.0,0.0,0.0,0.0,0.005656115628852809,0.005486770849545839,0.0,0.0,0.005587138608988751
incoming,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
increasingly,0.006472972066268475,0.0,0.0,0.0,0.0,0.00743193089090084,0.0,0.0,0.0,0.007341297587353269
incredibly,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indexing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
indispensable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
indistinguishable,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individual,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
individuals,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
industry,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
information,0.0,0.003983604485976697,0.0,0.004006631101502574,0.0,0.0,0.004150581919520631,0.004387007471898388,0.004359416229936763,0.0
infrastructure,0.0,0.0,0.0,0.0,0.007124099433881279,0.0,0.028837671959902663,0.0,0.0,0.007341297587353269
ingestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
inherently,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
input,0.0,0.0,0.03795469933506669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inserting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
insights,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
inspired,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance,0.008652892002333873,0.0,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instead,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
instructions,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
integrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
integrated,0.008652892002333873,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.0,0.0
integration,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
integrity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
intelligence,0.029557765544327583,0.005266038688931926,0.010069128921694013,0.010592956437851504,0.0,0.0,0.0,0.0,0.0,0.0
intelligent,0.024758979494559637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
interacting,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interactions,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
interconnected,0.0,0.0,0.0,0.0,0.00952330125700651,0.009934801928605557,0.0,0.0,0.0,0.0
interconnection,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
interdisciplinary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
interface,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
internet,0.0,0.0,0.0,0.0,0.03809320502802604,0.0,0.009637352769066469,0.0,0.0,0.0
interpret,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersection,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
intersects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
intrusion,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
involves,0.0,0.0,0.0,0.00695938037182622,0.0,0.0,0.007209417989975666,0.0,0.007572156002049913,0.0
ip,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
isolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
issues,0.008652892002333873,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.0,0.0,0.0
iterative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
jobs,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
just,0.008652892002333873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009813645807525003
key,0.0,0.0,0.006615235188604045,0.0,0.007124099433881279,0.0,0.0,0.00762008104003757,0.0,0.0
knowledge,0.008652892002333873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
labeled,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
language,0.011179793234837827,0.003983604485976697,0.007617001984175224,0.028046417710518017,0.0,0.0,0.0,0.004387007471898388,0.0,0.0
languages,0.008652892002333873,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.0,0.0
lans,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
large,0.0,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.010186315901481648,0.0,0.0
largely,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
largescale,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
layer,0.0,0.0,0.01323047037720809,0.0,0.007124099433881279,0.0,0.0,0.00762008104003757,0.0,0.0
layers,0.0,0.0069193839329076785,0.01323047037720809,0.0,0.014248198867762558,0.0,0.0,0.0,0.0,0.0
learn,0.019705177029551723,0.005266038688931926,0.0050345644608470064,0.005296478218925752,0.0,0.0,0.0,0.0,0.0,0.0
learning,0.007453195489891885,0.05975406728965046,0.02285100595252567,0.012019893304507721,0.0,0.0,0.0,0.0,0.013078248689810288,0.0
learns,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
life,0.006472972066268475,0.0,0.0,0.0,0.0,0.00743193089090084,0.0,0.0,0.0,0.014682595174706539
lifecycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
like,0.0,0.0069193839329076785,0.0,0.0,0.014248198867762558,0.0,0.007209417989975666,0.0,0.0,0.0
likely,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linguistics,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
local,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
logic,0.008652892002333873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009813645807525003
lowercase,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
machine,0.011179793234837827,0.02788523140183688,0.007617001984175224,0.016026524406010295,0.0,0.0,0.0,0.0,0.008718832459873526,0.0
machines,0.01294594413253695,0.0069193839329076785,0.0,0.0,0.0,0.0,0.014418835979951332,0.0,0.0,0.0
main,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.009637352769066469,0.0,0.0,0.0
maintainable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.009813645807525003
maintaining,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042120459018183766
major,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
make,0.0,0.027748929524725865,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
makes,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
making,0.0,0.0,0.006615235188604045,0.00695938037182622,0.0,0.0,0.007209417989975666,0.0,0.0,0.0
malware,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
manage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
managed,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
management,0.0,0.0,0.0,0.0,0.0,0.004278686299752748,0.008301163839041262,0.02193503735949194,0.004359416229936763,0.004226507198536252
managing,0.0,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.010186315901481648,0.0,0.0
manipulate,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
manual,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
many,0.0,0.009249643174908622,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mapping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
massive,0.0,0.0069193839329076785,0.006615235188604045,0.00695938037182622,0.0,0.0,0.0,0.0,0.0,0.0
mastering,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathematics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
maximize,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meaning,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanisms,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
media,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
methodologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
methods,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
mobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
model,0.004926294257387931,0.0,0.0050345644608470064,0.0,0.005421838650142929,0.0,0.005486770849545839,0.0,0.0,0.0
modeling,0.0,0.0,0.0,0.0,0.0,0.00743193089090084,0.0,0.00762008104003757,0.007572156002049913,0.0
models,0.0037265977449459425,0.0,0.003808500992087612,0.008013262203005148,0.0,0.0,0.004150581919520631,0.0,0.013078248689810288,0.0
modern,0.001917607225477056,0.0,0.0019597524392238044,0.0020617048782585684,0.0021105026268564047,0.0,0.0021357781074175593,0.00225743635404261,0.0,0.0021748472191386124
modular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
monitor,0.0,0.0,0.0,0.009303109320428325,0.0,0.009934801928605557,0.0,0.0,0.0,0.0
monitoring,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
moving,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multidisciplinary,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
multifactor,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
multilayered,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
multiple,0.0,0.0,0.006615235188604045,0.0,0.0,0.0,0.007209417989975666,0.0,0.0,0.014682595174706539
must,0.0,0.0,0.0,0.0,0.004101462606863581,0.004278686299752748,0.004150581919520631,0.004387007471898388,0.0,0.004226507198536252
named,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
natural,0.009852588514775861,0.005266038688931926,0.010069128921694013,0.021185912875703008,0.0,0.0,0.0,0.0,0.0,0.0
needed,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
network,0.0,0.0,0.0,0.0,0.06666310879904558,0.02980440578581667,0.0,0.0,0.0,0.0
networking,0.0,0.0,0.0,0.0,0.0,0.0,0.027575869377174204,0.0,0.0,0.0
networks,0.0,0.005266038688931926,0.03524195122592905,0.0,0.03795287055100051,0.011312231257705618,0.0,0.0,0.0,0.0
neural,0.0,0.009249643174908622,0.04421532726467308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurons,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new,0.0,0.0,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.009813645807525003
nlp,0.0,0.0,0.0,0.06654870210965451,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.0,0.0,0.0,0.009303109320428325,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
nonlinear,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nontechnical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
nosql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
notion,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
now,0.0,0.0,0.0,0.0,0.0,0.028426976456716616,0.0,0.0,0.0,0.0
objectoriented,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
objectrelational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
offering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
offers,0.0,0.0,0.0,0.0,0.0,0.0,0.027575869377174204,0.0,0.0,0.0
office,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
often,0.0,0.0,0.017686130905869235,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
ondemand,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
one,0.0,0.0,0.0,0.005296478218925752,0.005421838650142929,0.005656115628852809,0.0,0.0,0.0,0.005587138608988751
ongoing,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
open,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
operate,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
operation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
operational,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
optimize,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
optimizing,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
organization,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
organizations,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.019274705538132937,0.0,0.0,0.0
organizes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
orm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014573323373380038,0.0,0.0
osi,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
outgoing,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
output,0.0,0.009249643174908622,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overall,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overfitting,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owning,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
paas,0.0,0.0,0.0,0.0,0.0,0.0,0.027575869377174204,0.0,0.0,0.0
packets,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
paired,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paradigm,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paradigms,0.0,0.01323324766088532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paramount,0.0,0.0,0.0,0.0,0.013624763863870093,0.0,0.0,0.0,0.0,0.0
parsing,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
particularly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
partofspeech,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
patterns,0.0,0.005266038688931926,0.0,0.005296478218925752,0.0,0.0,0.0,0.0,0.005762834791661353,0.005587138608988751
perception,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform,0.0,0.0,0.01323047037720809,0.00695938037182622,0.0,0.0,0.0,0.0,0.007572156002049913,0.0
performing,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010186315901481648,0.0,0.009813645807525003
phase,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
phases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
phishing,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
physical,0.0,0.0,0.0,0.0,0.00952330125700651,0.0,0.019274705538132937,0.0,0.0,0.0
pipeline,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
pipelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
platform,0.0,0.0,0.0,0.0,0.0,0.0,0.013787934688587102,0.0,0.0,0.0
portion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
power,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powerful,0.0,0.009249643174908622,0.008843065452934618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
practical,0.0,0.009249643174908622,0.0,0.0,0.00952330125700651,0.0,0.0,0.0,0.0,0.0
practice,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
practices,0.0,0.0,0.0,0.0,0.0,0.014213488228358308,0.0,0.0,0.0,0.0
predictions,0.0,0.0069193839329076785,0.006615235188604045,0.0,0.0,0.0,0.0,0.0,0.015144312004099826,0.0
predictive,0.0,0.009249643174908622,0.0,0.0,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
prepared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
preprocessing,0.0,0.0,0.0,0.01860621864085665,0.0,0.0,0.0,0.0,0.010122251021598116,0.0
presence,0.0,0.0,0.01265156644502223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
present,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448166725153488,0.0
presents,0.0,0.0,0.0,0.0133097404219309,0.0,0.0,0.0,0.0,0.0,0.0
prevent,0.0,0.0,0.0,0.0,0.0,0.009934801928605557,0.0,0.0,0.0,0.009813645807525003
primarily,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary,0.0,0.0,0.0,0.0,0.0,0.0,0.009637352769066469,0.010186315901481648,0.0,0.0
principles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014040153006061255
privacy,0.012379489747279818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
